VisitorID,Visits,PageViews,Hits,TotalHits,HitNumber,a_diffdays_latest,a_diffdays_oldest,Device,Sistema,Morning Visits,DaytimeVisits,Evening Visits,Midnight Visits,Goal1,Goal2,Goal3,Conversion
556,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
557,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
558,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,1,0,0,FALSE
559,2,2,6,8,4,42,42,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
560,1,1,2,2,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
561,1,1,2,1,1,42,42,DESKTOP,WINDOWS,1,0,0,0,1,0,0,FALSE
562,2,6,14,90,12,42,42,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
563,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
564,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
565,1,1,1,1,1,42,42,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
566,2,2,4,2,2,5,42,DESKTOP,WINDOWS,0,1,1,0,0,0,0,TRUE
567,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
568,1,1,2,7,1,42,42,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
569,1,1,2,2,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
570,1,1,2,2,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
571,1,1,2,3,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
572,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
573,2,3,6,1192,4,41,42,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
574,2,2,4,1,2,42,42,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
575,1,1,2,11,1,42,42,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
576,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
577,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
578,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
579,1,2,4,52,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,1,0,FALSE
580,2,2,4,2,2,41,42,DESKTOP,WINDOWS,0,0,2,0,1,0,0,FALSE
581,1,1,1,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
582,1,3,6,123,5,42,42,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
583,1,1,1,1,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
584,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
585,1,1,2,2,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
586,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
587,1,1,2,2,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
588,3,3,6,26,3,42,42,DESKTOP,WINDOWS,0,2,1,0,0,0,0,FALSE
589,1,1,2,2,1,42,42,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
590,1,1,2,1,1,42,42,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
591,1,1,2,1,1,42,42,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
592,2,2,4,4,2,14,14,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
593,4,12,20,1196,8,14,14,DESKTOP,WINDOWS,0,0,0,4,0,0,0,FALSE
594,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
595,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
596,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
597,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
598,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
599,2,2,4,4,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
600,2,2,4,2,2,14,14,DESKTOP,MAC-OS,0,2,0,0,2,0,0,FALSE
601,4,8,16,32,8,14,14,DESKTOP,WINDOWS,0,4,0,0,0,0,0,FALSE
602,2,2,4,1,2,14,14,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
603,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
604,2,2,4,6,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
605,2,2,4,2,2,14,14,DESKTOP,MAC-OS,0,2,0,0,0,0,0,FALSE
606,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
607,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
608,6,36,60,1446,36,14,14,DESKTOP,WINDOWS,0,6,0,0,0,0,0,TRUE
609,2,2,4,4,2,14,14,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
610,2,1,2,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
611,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
612,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
613,2,2,4,4,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
614,2,2,4,2,2,14,14,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
615,2,2,4,4,2,14,14,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
616,2,1,2,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
617,4,12,24,120,16,14,14,DESKTOP,WINDOWS,0,4,0,0,0,0,0,FALSE
618,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
619,2,2,4,14,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
620,2,2,4,6,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
621,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
622,2,2,4,4,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
623,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,0,0,2,2,0,0,TRUE
624,2,2,4,4,2,14,14,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
625,4,8,16,260,8,14,14,DESKTOP,WINDOWS,0,4,0,0,0,0,0,FALSE
626,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
627,6,10,24,1712,10,14,14,DESKTOP,WINDOWS,0,4,2,0,0,0,0,FALSE
628,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
629,2,2,4,26,2,14,14,DESKTOP,WINDOWS,0,0,0,2,0,0,0,FALSE
630,2,2,4,32,2,14,14,DESKTOP,WINDOWS,0,0,0,2,0,0,0,FALSE
631,4,4,8,4,4,14,14,DESKTOP,WINDOWS,4,0,0,0,0,0,0,FALSE
632,2,2,4,8,2,14,14,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
633,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
634,2,2,4,1,2,14,14,DESKTOP,WINDOWS,2,0,0,0,0,0,0,TRUE
635,2,2,4,1,2,14,14,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
636,2,2,4,2,2,14,14,DESKTOP,WINDOWS,0,2,0,0,0,2,0,FALSE
637,1,1,2,2,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
638,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
639,2,2,4,4,2,8,8,DESKTOP,MAC-OS,0,1,1,0,0,0,0,FALSE
640,5,11,22,1433,11,8,8,DESKTOP,WINDOWS,3,2,0,0,0,0,0,TRUE
641,1,1,2,1,1,8,8,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
642,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
643,1,2,4,12,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
644,1,1,2,5,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
645,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
646,1,1,2,1,1,8,8,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
647,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
648,1,1,2,7,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
649,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
650,2,1,3,2,2,8,10,DESKTOP,WINDOWS,0,0,2,0,0,0,0,TRUE
651,1,2,4,396,1,8,8,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
652,1,1,2,5,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
653,1,5,7,90,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
654,1,1,2,1,1,8,8,DESKTOP,MAC-OS,1,0,0,0,0,0,0,FALSE
655,1,1,1,1,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
656,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
657,1,1,2,2,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
658,1,1,2,3,1,8,8,DESKTOP,Linux,0,0,1,0,0,0,0,FALSE
659,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
660,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
661,1,1,1,1,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
662,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
663,1,1,2,2,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
664,1,2,4,59,3,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
665,1,1,2,1,1,8,8,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
666,1,1,2,1,1,8,8,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
667,4,8,24,8196,12,8,8,DESKTOP,WINDOWS,4,0,0,0,0,0,0,FALSE
668,1,1,2,10,1,8,8,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
669,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
670,1,1,2,1,1,8,8,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
671,1,1,2,1,1,8,8,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
672,2,4,8,414,4,35,35,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
673,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
674,1,1,2,2,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
675,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
676,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
677,1,1,2,6,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
678,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
679,1,1,2,3,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
680,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
681,1,1,1,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
682,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
683,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
684,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
685,1,1,2,2,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
686,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
687,1,1,2,29,1,35,35,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
688,1,1,1,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
689,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
690,1,1,2,2,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
691,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
692,1,1,2,2,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
693,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
694,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
695,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
696,1,1,2,3,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
697,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
698,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
699,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,1,0,0,FALSE
700,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
701,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
702,1,1,2,1,1,35,35,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
703,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
704,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
705,1,1,2,1,1,35,35,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
706,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
707,1,1,2,1,1,1,1,TABLET,WINDOWS,0,1,0,0,0,0,0,FALSE
708,2,4,8,42,4,1,1,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
709,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
710,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
711,1,1,2,1,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
712,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
713,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
714,1,1,2,2,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
715,1,1,2,1,1,1,1,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
716,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
717,1,1,2,1,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
718,2,2,4,2,2,0,1,DESKTOP,WINDOWS,0,1,1,0,0,0,0,TRUE
719,1,1,2,1,1,1,1,DESKTOP,MAC-OS,0,0,0,1,0,0,0,FALSE
720,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
721,1,1,2,1,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
722,1,1,3,11,3,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
723,1,1,2,2,1,1,1,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
724,1,1,2,2,1,1,1,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
725,1,2,3,301,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
726,2,4,8,104,4,1,1,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
727,1,1,2,1,1,1,1,DESKTOP,MAC-OS,0,1,0,0,0,0,0,TRUE
728,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
729,1,1,2,2,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
730,1,1,1,1,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
731,1,1,2,2,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
732,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
733,2,4,8,470,4,1,1,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
734,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
735,1,1,2,1,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
736,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
737,1,1,2,2,1,1,1,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
738,1,1,2,1,1,1,1,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
739,2,4,8,82,4,1,1,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
740,1,1,2,2,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
741,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
742,1,1,2,3,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
743,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
744,1,1,2,1,1,1,1,DESKTOP,WINDOWS,0,1,0,0,1,0,0,TRUE
745,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
746,1,1,2,4,1,28,28,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
747,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
748,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
749,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
750,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
751,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
752,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
753,1,1,2,1,1,28,28,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
754,1,1,2,1,1,28,28,DESKTOP,MAC-OS,0,0,1,0,0,0,0,FALSE
755,1,1,2,3,1,28,28,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
756,2,4,8,114,4,28,28,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
757,1,2,4,27,3,21,21,DESKTOP,MAC-OS,1,0,0,0,0,0,0,FALSE
758,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
759,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
760,1,1,2,1,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
761,1,1,1,1,1,21,21,MOBILE,IOS,0,1,0,0,0,0,0,FALSE
762,1,2,4,22,3,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
763,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
764,2,4,8,106,4,21,21,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
765,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
766,1,1,2,2,1,21,21,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
767,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
768,1,4,5,167,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
769,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
770,1,1,2,2,1,21,21,MOBILE,ANDROID,0,1,0,0,0,0,0,FALSE
771,1,1,2,10,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
772,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
773,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
774,1,1,2,1,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
775,1,1,2,3,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
776,2,2,4,1,2,21,21,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
777,1,1,2,1,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
778,1,1,2,5,1,21,21,DESKTOP,WINDOWS,1,0,0,0,1,0,0,FALSE
779,18,103,211,10047,88,20,21,DESKTOP,WINDOWS,0,18,0,0,0,0,0,TRUE
780,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
781,1,1,2,1,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
782,1,1,2,3,1,21,21,DESKTOP,WINDOWS,0,1,0,0,1,0,0,FALSE
783,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
784,1,1,2,1,1,21,21,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
785,1,1,2,1,1,21,21,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
786,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
787,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
788,1,1,2,3,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,1,0,TRUE
789,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
790,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
791,1,1,2,2,1,0,0,MOBILE,ANDROID,1,0,0,0,0,0,0,FALSE
792,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
793,1,1,3,2,3,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
794,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
795,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
796,1,1,2,1,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
797,2,1,2,1,2,0,0,DESKTOP,WINDOWS,0,1,1,0,0,0,0,TRUE
798,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
799,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
800,1,1,2,1,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
801,1,1,2,8,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
802,2,2,4,3,2,0,0,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
803,1,1,2,4,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
804,2,4,8,74,4,0,0,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
805,1,1,2,1,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
806,1,1,2,2,1,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
807,2,2,5,3,4,0,0,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
808,1,1,3,8,2,0,0,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
809,1,1,1,1,1,0,0,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
810,1,1,2,1,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
811,1,1,2,2,1,0,0,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
812,3,3,6,3,3,0,0,DESKTOP,WINDOWS,0,0,3,0,0,0,0,TRUE
813,1,1,2,1,1,0,0,DESKTOP,MAC-OS,0,1,0,0,0,0,0,TRUE
814,1,1,2,1,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
815,2,4,8,106,4,0,0,DESKTOP,MAC-OS,2,0,0,0,0,0,0,TRUE
816,1,1,2,2,1,0,0,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
817,2,2,4,6,2,0,0,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
818,2,4,8,84,4,41,41,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
819,1,2,4,11,1,41,41,DESKTOP,WINDOWS,0,0,1,0,1,0,0,FALSE
820,2,4,8,10,4,41,41,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
821,1,1,2,2,1,41,41,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
822,1,1,1,1,1,41,41,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
823,1,1,2,2,1,41,41,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
824,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
825,1,1,1,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
826,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
827,1,1,2,2,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
828,1,1,2,1,1,41,41,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
829,1,1,2,1,1,41,41,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
830,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
831,7,15,28,1330,13,41,41,DESKTOP,WINDOWS,0,7,0,0,0,0,0,FALSE
832,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
833,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
834,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
835,1,4,6,302,1,41,41,DESKTOP,MAC-OS,1,0,0,0,0,0,0,FALSE
836,1,1,2,1,1,41,41,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
837,3,2,5,2,3,37,41,DESKTOP,WINDOWS,2,0,1,0,0,0,0,FALSE
838,1,1,2,2,1,41,41,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
